player_api_id,player_name,rating
11496,Wade Elliott,67
11498,Stuart Nelson,62.2
11555,Fernando Soriano,71.86956522
11569,Avi Strool,63
11576,Tamir Cohen,70.83333333
11671,Gael Genevier,64.93333333
11685,Antonio Candreva,79.39534884
11716,Pedro Roma,69.5
11726,Nuno Piloto,66.0625
11734,Tininho,57
11736,Antolin Alcaraz,70.375
11743,Artur,71.75862069
11746,Pedro Alves,62.5
11747,Alessandro Mangiarrati,57.66666667
11752,Marco Paulo,63
11754,Ruben Amorim,75.09090909
11758,Eliseu,73.90625
11759,"Carlos Milhazes,22",67.16666667
11760,Jorge Baptista,63.25
11778,Roversio,69.57142857
11788,"Rui Baiao,22",65
11795,Ferreira,61
11796,Briguel,62.32258065
11798,Zeca,70.5
11801,Luis Olim,63
11827,Fernando Cardozo,67.5
11829,Bruno Patacas,67
11833,de Oliveira Cleber Monteiro,66.11111111
11836,Marcelo Pereira Bruno,67.25
11840,Miguel Fidalgo,67.33333333
11849,Pedro Moreira,67.09090909
11851,Nuno Silva,61.83333333
11860,Jose Manuel Ze Gomes,65.71428571
11861,Bruno Mendes,64
11863,Danielson,69.07142857
11865,"Ferreira Delson,28",63.5
11876,Laranjeiro,64
11897,Flavio Meireles,69
11901,Ricardo Pessoa,64.42857143
12005,Ersen Martin,72.75
12099,"Marcel MBayo,25",64.83333333
12209,Tomas Kosicky,64.53846154
12245,Adam Nemec,66.875
12246,Stanislav Sestak,71.92857143
12283,Robert Demjan,63.77777778
12288,Jan Durica,73.21052632
12307,Miroslav Bozok,57.91666667
12310,Rudolf Urban,57
12318,Dusan Pernis,66
12320,Dalibor Pleva,59.2
12327,Matej Izvolt,59
12330,Peter Pekarik,73.15789474
12340,"Richard Zajac,28",64.23076923
12371,Kamil Kopunek,64.25
12374,Pavol Stano,63.57894737
12381,Jan Slovenciak,59
12386,Krisztian Nemeth,69.03125
12405,Elvedin Dzinic,64
12418,Dragan Jelic,63.66666667
12431,Jure Travner,64.2
12454,Branko Ilic,67.41176471
12473,Marko Suler,66.5625
12574,Zlatan Ljubijankic,70.35
12692,Kanu,68.35
12763,Nicolae Ovidiu Herea,68.44444444
12766,Cristian Sapunaru,74.22727273
12985,Christos Karypidis,64.25
13033,Orestis Karnezis,71.08
13034,Michalis Sifakis,72.41176471
13131,Tomislav Pacovski,65.6875
13191,Ioannis Maniatis,73.25
13225,Fabian Pawela,59.7
13301,Kamil Kuzera,60.33333333
13320,Krzysztof Kotorowski,62.40909091
13327,Pawel Sasin,60
13329,Blazej Telichowski,58.1
13334,Lukasz Madej,65.04
13345,Pawel Kieszek,69.5
13349,Antoni Lukasiewicz,62.4
13350,Wojciech Szymanek,59.625
13376,Jakub Rzezniczak,66.52
13383,Maciej Korzym,63.75
13390,Wojciech Skaba,60.43478261
13405,Marcin Malinowski,62.25
13410,Mariusz Zganiacz,64.9
13423,Marcin Wasilewski,69.82352941
13425,Wahan Gevorgyan,61.55555556
13428,Slawomir Peszko,69.73913043
13436,Krzysztof Pilarz,60.83333333
13437,Piotr Celeban,66.47368421
13449,Lukasz Tralka,65.17647059
13454,Sebastian Przyrowski,60.92857143
13471,Radoslaw Cierzniak,63.66666667
13472,Arkadiusz Malarz,64
13473,Maciej Mielcarz,62.46153846
13474,Jaroslaw Bieniuk,64.72727273
13476,Dawid Kucharski,60.5
13477,Tomasz Lisowski,62.1875
13480,Grzegorz Wojtkowiak,66.62962963
13481,Hubert Wolakiewicz,63.36842105
13483,Filip Burkhardt,58.25
13486,Marcin Kikut,64.13333333
13490,Szymon Sawala,59.16666667
13494,Jakub Szmatula,61.92857143
13504,Mateusz Zytko,58.33333333
13513,Pawel Strak,59.90909091
13515,Lukasz Mierzejewski,61.15384615
13518,Lukasz Piszczek,77.51851852
13533,Piotr Polczak,61.13636364
13538,Dawid Plizga,64.48
13549,Vejlko Nikitovic,59.8
13551,Tomasz Brzyski,63.82142857
13554,Mariusz Pawelec,61.72727273
13557,Dawid Soldecki,61
13917,Liam Kelly,62.72727273
14039,Paul Dixon,66.33333333
14100,Alan Mannus,63.19230769
14487,Roei Dayan,65.57142857
14521,Maor Melikson,71.58333333
14533,Gal Alberman,71.75
14551,Dekel Keinan,65
14557,Lior Rafaelov,73.23809524
14560,Eden Ben Basat,70.7
14593,Eliran Atar,69.88888889
14642,Yoav Ziv,64.25
14658,Vladimir Dvalishvili,66.60869565
15361,Jasmin Buric,65.39130435
15403,Edin Dzeko,80.64516129
15425,Veldin Muharemovic,54.33333333
15456,Josip Barisic,59
15608,Amir Spahic,55.33333333
15652,Ivica Dzidic,56
15661,Davor Landeka,54
15662,Sulejman Smajic,65
15732,Ivan Radovanovic,70.24137931
15905,Stanley Aborah,65.83333333
15913,Dimitrija Lazarevski,59
15938,Jovan Kostovski,65
16199,Boban Bajkovic,67.8
16210,Marko Perovic,66
16218,Simon Vukcevic,76
16230,Milan Smiljanic,66.71428571
16254,Dusan Veskovac,65.13636364
16292,Branko Lazarevic,63.42857143
16300,Gojko Kacar,73.32
16323,Nikola Nikezic,62.2
16351,Aleksandar Kolarov,77.82758621
16362,Andjelko Djuricic,68
16368,Savo Pavicevic,67
16387,Mladen Lazarevic,58.33333333
16428,Ivan Stevanovic,65
16475,Nikola Vukcevic,72.5
16493,Pavle Ninkov,69.30769231
16511,Konstantin Vassiljev,67.39130435
16636,Mikhail Sivakov,61.5
16678,Anton Putsila,68.2962963
17233,Zlatko Janjic,64.53846154
17259,Marnix Kolder,64.75
17276,Aloys Nong,67.66666667
17296,Claude Gnakpa,53
17299,Carlos Carmona,68.04545455
17312,Anther Yahia,69.4375
17319,Kenny Deuchar,63.2
17343,David Barron,58.08333333
17361,Iain Davidson,59.625
17391,Andy Jackson,62.5
17480,Martin Canning,62.66666667
17525,Jim McAlister,60.38888889
17528,Chris Millar,61.31578947
17568,Gavin Skelton,61.66666667
17600,Darren McGregor,63.57894737
17606,Liam Buchanan,60.5
17620,Stuart Kettlewell,62.375
17703,Jeremy Perbet,70.44827586
17711,Gareth Wardlaw,62
17749,Iain Vigurs,64.66666667
17761,Jacob Mulenga,69.4
17762,Ghislain Gimbert,65.13636364
17806,Nassim Akrour,66.22222222
17836,Angelo,69.52380952
17848,Robert Braber,64
17855,Edouard Duplan,67.82352941
17866,Andrew Reid,70.80769231
17869,Dusan Kuciak,70.88888889
17875,Jordan Loties,69.95454545
17883,"Emanuel Obiora Odita,19",63.66666667
17887,Matt Done,59.88888889
18164,Mariano Pavone,71.26086957
18376,Matias Fritzler,66.11111111
18384,Diego Valeri,76.02777778
18388,"Leandro Gioda,28",72
18395,Marcos Aguirre,66.90909091
18483,Pablo Javier Perez,76.5
18500,Maximiliano Pellegrino,70.8
18501,Hernan Pellerano,69.22222222
18506,Mauro Zarate,77
18518,Jose Sosa,77.125
18520,Marcos Angeleri,73.53846154
18521,Jose Maria Basanta,72.15625
18533,Loic Loval-Landre,65.27272727
18548,Jose Ze Pedro,70.25
18549,Tiago Targino,70.875
18552,Ferreira de Matos Alonso,68.57142857
18558,Nicolas Navarro,69.11764706
18576,Lucas Barrios,76.10526316
18590,Cristian Llama,69.75862069
18592,Roman Martinez,68.61111111
18628,Marco Ruben,71.43243243
18636,Pablo Barzola,64.75
18644,Federico Almerares,62.8
18653,Jose Gustavo Sand,68.8125
18664,Christian Fernandez,65.82608696
18673,Gustavo Cabral,71.75
18705,Jesus Datolo,75.13636364
18733,Pablo Barrientos,74.88888889
18734,Dario Cvitanich,73.63157895
18784,Emiliano Daniel Armenteros,71.28571429
18814,Fernando Gago,77.04545455
18816,Pablo Martin Ledesma,70.47619048
18820,Ezequiel Scarione,71.70588235
18823,Matias Silvestre,74.43243243
18848,Jonathan Bottinelli,71.95238095
18853,Claudio Morel,69.55555556
18859,Mauro Boselli,72.10714286
18880,Nicolas Federico Spolli,75.6
18904,David Abraham,73.06896552
18913,Juan Eduardo Eluchans,67.08695652
18923,Carlos Matheu,68.11111111
18925,Ezequiel Lavezzi,82.19354839
18945,Santiago Gentiletti,70.55555556
19000,Dante Adrian Senger,61
19014,Guillaume Ducatel,53.3
19020,Christopher Samba,76.92
19232,Rafael Miranda,70.68421053
19243,Diego Costa,80.55555556
19249,Danilo,76.10810811
19264,Evandro Goebel,72.46875
19277,Dinei,70.09090909
19281,Edivaldo Rojas,63.6
19285,Rafael Marques,70.86363636
19297,Thiago Xavier,63.0625
19309,Edson Sitta,68.14285714
19310,Dyego Rocha Coelho,70.33333333
19327,Miranda,80.04545455
19344,Artur,77.27272727
19352,Jonathan,73.72222222
19353,Fabionn Lopes Patrick,63.83333333
19370,Rodrigo Arroz,65.16666667
19372,Bruno China,67.44444444
19380,Vinicius Pacheco,70.125
19393,Diego,71
19403,Galatto,69.92307692
19427,Claudio Pitbull,70.6
19434,Marcelo Boeck,71.12
19435,Renan,72.33333333
19436,Edinho,71.48
19439,Joao Guilherme,69.7
19446,Pedro Silva,70.5
19488,Rivaldo,67.57142857
19489,Halisson,67.54545455
19511,Josue,76.05263158
19512,Renan Silva,68.3
19515,Cassio,68.77272727
19524,Claudemir,68.13333333
19531,Silva,66.78787879
19533,Neymar,83.8
19674,Branko Jelic,60
19696,Zhi Zheng,70.42857143
19908,Junmin Hao,66.5
20118,Takafumi Akahoshi,66.61538462
20125,Hajime Hosogai,72.48
20174,Koki Mizuno,72.4
20196,Kisho Yano,67.25
20241,Takahito Soma,60.2
20276,Hulk,82.57142857
20323,Carciano,67
20325,Marcelo Silva,68.23529412
20329,Rafael Dias,63.14285714
20342,Rafael Santos,68.57142857
20396,Felipe Santana,74.67857143
20399,Dudu,60.66666667
20401,Michel Bastos,79.34482759
20445,Ederson Tormena,63.33333333
20446,Fagner,71.45
20482,Marcos Ceara,71.45454545
20645,Mike Havenaar,71.7
20694,Shinji Okazaki,75.70588235
20720,Robert Cullen,64.875
20747,Eiji Kawashima,71.2
20771,Akihiro Ienaga,70.4
20790,Michihirio Yasuda,67.14285714
21123,Erik Friberg,63.67741935
21161,Amoreirinha,65.53846154
21164,Thiago Neves,77.7826087
21213,Daniel Dunst,55
21410,Sebastian Leto,72.78125
21414,Oscar Trejo,72
21445,Juca,72.16666667
21446,Hernanes,81.43902439
21450,Marc Bertran,70.86363636
21458,Andre Leone,71.8
21528,Mark Burchill,57.75
21613,Nikola Kalinic,74.13333333
21645,David Meul,61.14285714
21657,Alexandre Di Gregorio,58.33333333
21726,Ibrahima Conte,68.63333333
21744,Bart Goossens,54.33333333
21751,Mohammed Rabiu,66.6875
21753,Tim Matthijs,66.52941176
21765,Jop van der Linden,66.14285714
21776,Gregory Lorenzi,64.875
21785,Esteban Solari,70.5
21812,Michael Klukowski,68.14285714
21834,Rachid Farssi,62.15384615
21849,Chris McCann,67.17857143
21853,Dudley Campbell,69.22222222
21864,Stephen Quinn,67.36363636
21894,Junio Cesar Arcanjo Juninho,67.33333333
21914,Chris Robertson,60
21982,Raffaele Schiavi,65.75675676
22045,Lee Tomlin,67
22096,Giuseppe Aquaro,61.83333333
22103,Luigi Beghetto,58.75
22125,Paulo Lopes,70.36363636
22126,Hugo Carreira,67.66666667
22128,Tony,67.05263158
22130,Hugo Valdir,60.8
22131,Hugo Morais,66.44444444
22134,Rui Borges,65
22136,Tiago Rosa,57
22139,Anselmo,63.11111111
22234,Jose Mari,70.6
22283,Fabrizio Cacciatore,68.06451613
22305,Simone Farelli,58.31578947
22313,Elkin Soto,72.53125
22337,Leandro Castan,77.6
22343,Benjamin Fischer,46
22355,Lorenzo Del Prete,63.92307692
22382,Drissa Diarra,62.5
22386,Stefano Ferrario,64.5
22418,Peterson Pecanha,71.75
22421,Tiago Valente,65.5
22427,"Ricardo Pedrinha,27",65
22428,Cristiano,69.30769231
22434,Ronny Carlos da Silva,67.4
22444,Garry Wood,55
22514,Rodrigues Saulo,66.44444444
22519,Carlitos,62.28571429
22535,Elson,70.55555556
22543,Radamel Falcao,83.85185185
22544,Wason Renteria,71.74193548
22545,Marcinho,74.625
22700,Lorenzo Bucchi,55.5
22706,Kostadin Hazurov,65
22707,Stanislav Manolev,70.33333333
22714,Ivan Ivanov,69.42857143
22732,Janicio Martins,65.66666667
22764,Martin Skrtel,80.08695652
22785,Stilianos Malezas,70.125
22822,Aleksander Seliga,66.33333333
22824,Dusan Svento,68.62962963
22831,Marcel Gecov,61.13333333
22832,Lukas Jarolim,69.28571429
22834,Marek Suchy,72.79069767
22894,Dean Hammond,66.57692308
22924,Neil Alexander,68.35294118
22928,Glenn Loovens,68.25
22929,Joe Ledley,72.60869565
22952,Isaac Osbourne,62.05555556
22959,Luke Varney,66.70833333
22962,Ben Williams,63.68181818
22964,Billy Jones,67.5
22969,Michael Higdon,67.58064516
22978,Ross Turnbull,69.09090909
22982,Philip Chidi Onyemah,62
22984,Ivan Cordoba,81
22988,Mark Hudson,68.9
22991,Ben Watson,70.83333333
22994,Tom Soares,63.35714286
22998,Julian Speroni,72.57142857
23007,Andrew Davies,66.41666667
23016,Chris Turner,57.77777778
23019,Giles Barnes,67.48717949
23021,Boaz Myhill,72.625
23022,Andrew Dawson,62.86956522
23023,Ian Ashbee,65.5
23025,Nick Barmby,64.625
23027,Matt Duke,61.14285714
23030,Damien Delaney,68.42307692
23034,Craig Fagan,64
23036,Ryan France,57.375
23051,Jimmy Juan,59.92857143
23054,Owen Garvan,66.44827586
23065,Stephen Crainey,67.33333333
23069,Frazer Richardson,64.86206897
23070,Shaun Derry,66.5
23072,Richard Cresswell,65.58823529
23073,Matthew Kilgallon,69.77272727
23074,Robbie Blake,68.83333333
23075,Franco Sosa,68.55555556
23080,Rab Douglas,60.75
23081,Alan Maybury,60.78571429
23083,Stephen Hughes,64.69230769
23091,Richard Stearman,69.41935484
23093,Tommy Wright,55.75
23099,Kevin Foley,66.75862069
23104,Rowan Vine,63.66666667
23114,Dean Brill,62.61111111
23115,Leon Barnett,67.77777778
23117,John Sutton,66.42857143
23127,Jody Morris,65.14285714
23133,Adam Drury,66.29411765
23134,Jason Shackell,70.70833333
23139,Dean Ashton,80.66666667
23141,Paul Gallacher,63.14285714
23144,Jurgen Colin,64.4
23147,Joe Lewis,65.54545455
23148,Marc Janko,72.48275862
23151,Frazer Wright,64.38888889
23163,Akos Buzsaky,66.625
23170,Matt Derbyshire,68.2
23182,Omar Daley,60.3
23185,Graham Alexander,67.9
23186,Callum Davidson,63.75
23187,Youl Mawene,62.4
23190,David Nugent,71.91304348
23193,Matthew Hill,61.94117647
23225,Stephen Hunt,70.65
23249,"Lee Bullen,29",61.8
23253,Glenn Whelan,72.77777778
23254,Burton O'Brien,65.4
23257,Chris Brunt,72.46428571
23264,Gabriel Agbonlahor,74.93333333
23265,"Patrick Kenny,30",69.39130435
23268,Phil Jagielka,79.5
23271,Danny Webber,67.3
23275,Michael Tonge,67.25
23282,Nicky Shorey,68.76923077
23283,Steve Sidwell,75.17391304
23284,Ibrahima Sonko,68
23285,Glen Little,69.33333333
23286,Leroy Lita,68.83870968
23288,Dave Kitson,69.33333333
23291,Kevin Doyle,71.5
23293,Shane Long,73.32258065
23299,Brett Ormerod,68.2
23304,Djamel Belmadi,66.33333333
23305,Nathan Dyer,71.30434783
23307,Steve Simonsen,65.66666667
23310,Michael Duberry,63.66666667
23311,Clint Hill,69.33333333
23314,Mamady Sidibe,66.28571429
23317,David Templeton,65.5625
23333,Seyi Olofinjana,67.81818182
23334,Jody Craddock,69
23335,Jackie McNamara,66.2
23349,Clarke Carlisle,67.33333333
23352,Marlon King,73
23354,Ashley Young,80.5
23355,Hameur Bouazza,68.27777778
23358,Adrian Mariappa,70.14814815
23369,Andy Wilkinson,69.61538462
23370,Martin Paterson,65.46153846
23371,Carl Dickinson,62.64516129
23377,Garry Monk,67
23412,Lewis Guy,58.83333333
23415,Paul Heffernan,65.11764706
23425,Greg Halford,66.14285714
23426,Wayne Brown,66.375
23431,Chris Iwelumo,65.73913043
23435,George Elokobi,65.75862069
23438,Richard Garcia,64.20833333
23445,Steve Banks,61.36363636
23446,Jack Ross,65
23453,Paul Rachubka,62.04166667
23463,Pawel Abbott,61.7
23464,Gary Taylor-Fletcher,67.5
23499,Aaron Wilbraham,61.77272727
23507,Michael Nelson,61.52631579
23512,Jon Daly,65.70833333
23528,Andrew Crofts,66.78571429
23538,Matt Jarvis,72.72413793
23563,Caleb Folan,66.30769231
23571,Wes Morgan,70.69565217
23574,Kris Commons,73.18181818
23575,Scott Dobie,60.11111111
23579,James Perch,68
23587,Felix Bastians,68.52777778
23593,Bradley Orr,65.2
23605,Dean Windass,64
23628,Pierre Wome,74
23629,Andrew Surman,68.71428571
23660,Jim Goodwin,62.04347826
23675,Marcio Mossoro,75.11538462
23678,Alex Song,79.35
23686,Manuel Almunia,74.83333333
23688,Mathieu Flamini,77.27777778
23692,Calvin Zola Makongo,60.28571429
23697,Carl Tremarco,55
23720,William Haining,57.91666667
23724,Chris Killen,68.38461538
23727,Marc Tierney,64.13333333
23728,Chris Porter,63.92307692
23729,Chris Swailes,60
23732,Matthew Connolly,66.73684211
23736,Keith Southern,64.7
23740,Scott Vernon,61.8
23755,Joe Cardle,60
23760,David Bentley,76.86666667
23765,Patrick Cregg,60.96551724
23772,Graham Stack,60.66666667
23779,Quincy Owusu-Abeyie,71
23780,Aaron Hughes,73.24
23781,Eric Djemba-Djemba,71.55555556
23782,Gareth Barry,80.62962963
23783,Gary Cahill,78.67857143
23784,Gavin McCann,73.2
23785,Jlloyd Samuel,70.14285714
23787,Liam Ridgewell,70.6
23788,Luke Moore,69.04166667
23792,Steven Davis,75.12121212
23793,Stuart Taylor,70.375
23794,Thomas Sorensen,73.42857143
23806,Peter Whittingham,71.56
23813,Maik Taylor,71.45454545
23818,Matthew Upson,74.64285714
23819,Mikael Forssell,70.3125
23823,Daniel Fox,66.67857143
23837,Scott Dann,72.06666667
23839,Sone Aluko,69.40740741
23849,Mark Gower,65.05263158
23853,Walter Pandiani,74.9
23864,Cleveland Taylor,61.71428571
23866,Andrew Keogh,68.42307692
23869,Jerel Ifil,60
23881,Alan Tate,65.69565217
23882,Leon Britton,71.05
23889,Aaron Mokoena,71.625
23891,Owain Tudor Jones,61.7
23913,Tugay Kerimoglou,73
23916,Morten Gamst Pedersen,73.82758621
23918,Peter Enckelman,65.3
23921,Ryan Nelsen,76.8
23922,Steven Reid,71.22222222
23927,El Hadji Diouf,72.73684211
23930,Jaroslaw Fojut,65.6
23931,Joey O'Brien,69.2
23932,Jussi Jaaskelainen,74.48148148
23933,Kevin Nolan,72.62962963
23934,Kevin Davies,70.2173913
23936,Ricardo Vaz Te,69.82608696
23937,Ricardo Gardner,71.55555556
23939,Tal Ben Haim,71.60869565
23946,Bryan Hughes,64.83333333
23947,Goncalo Brandao,69.11538462
23949,Darren Bent,77.71875
23950,Dean Kiely,70.33333333
23951,Dennis Rommedahl,68.83333333
23953,Hermann Hreidarsson,68
23954,Jerome Thomas,71.16
23979,Robert Elliot,66.09090909
23983,Geremi,74.14285714
23984,Carlo Cudicini,73.14285714
23986,Filipe Oliveira,67.42857143
23987,Joe Keenan,59.66666667
23988,Lassana Diarra,79.96428571
23991,Scott Sinclair,73.31034483
23997,Bjarni Vidarsson,62.35714286
23998,David Weir,71.75
23999,Gary Naysmith,65.7
24000,Iain Turner,63.8
24001,James Beattie,67
24002,James McFadden,71.21428571
24003,James Vaughan,70.93939394
24004,Joseph Yobo,77.07692308
24005,Lee Carsley,73.33333333
24006,Leon Osman,76.03846154
24011,Mikel Arteta,81.09090909
24013,Per Kroeldrup,74.4375
24020,Simon Davies,73.82352941
24022,Terry Dunfield,60.07692308
24023,Tony Hibbert,73.0625
24024,Alan O'Brien,63.71428571
24037,Collins John,69.22222222
24040,Simon King,57.25
24064,Kieren Westwood,72.04347826
24077,David Buchanan,58.80952381
24099,Hurtado Perez Moises,70.57142857
24101,Heidar Helguson,69.625
24104,Jaroslav Drobny,77.48
24105,Liam Rosenior,68.18181818
24111,Tomasz Radzinski,67.33333333
24114,Robert Milsom,60.59090909
24116,Boudewijn Zenden,74
24118,Sean Clohessy,58.36842105
24122,Alexandre Bonnet,67.35294118
24123,Jonathan De Guzman,75.43333333
24130,John Arne Riise,76.31818182
24131,Jose Miguel Josemi,70.71428571
24132,Mohamed Lamine Sissoko,76.11764706
24133,Salif Diao,67.5
24134,Sami Hyypiae,79
24136,Stephen Warnock,71.34615385
24137,Steve Finnan,77.25
24138,Daniel Halfar,69.80645161
24147,Ben Foster,77.05
24148,Darren Fletcher,77.82758621
24149,Floribert Ngalula,60
24150,John O'Shea,76.47368421
24154,Ryan Giggs,81.44444444
24155,Tom Heaton,68.52631579
24156,Darron Gibson,73.57142857
24157,Fraizer Campbell,72.42307692
24159,Adam Johnson,76.5
24160,Aiyegbeni Yakubu,74.6
24161,Andrew Taylor,67.08333333
24162,Anthony McMahon,64.44444444
24163,Chris Riggott,70.125
24166,David Wheater,70.68421053
24167,Emanuel Pogatetz,72.82352941
24168,Salva Ballesta,73.83333333
24169,Fabio Rochemback,75
24171,James Morrison,72.58333333
24183,Matthew Bates,63.55
24190,Stuart Parnaby,66.16666667
24205,Joey Barton,75.73333333
24208,Micah Richards,78.22857143
24209,Nedum Onuoha,74.42307692
24210,Nicky Weaver,64.5625
24211,Richard Dunne,76.0952381
24212,Stephen Jordan,65.45454545
24213,Stephen Ireland,76.23333333
24216,Sylvain Distin,77.19047619
24217,Emre Belozoglu,77.69230769
24223,Scott Parker,78.75862069
24224,Shay Given,78.44444444
24225,Shola Ameobi,70.54545455
24226,Stephen Carr,73.58333333
24227,Steve Harper,71
24228,Steven Taylor,75.86956522
24229,Tim Krul,74.72727273
24230,Titus Bramble,73.14285714
24234,David Edgar,65.41935484
24235,Leonardo Bonucci,77.43181818
24255,Matthew Lockwood,60.11111111
24260,Craig Easton,60.28571429
24275,Simon Ramsden,57.13333333
24336,Andrew O'Brien,70.33333333
24341,Jan Mucha,68.26666667
24364,Allan Russell,63
24368,Jamie Ashdown,67
24372,Matthew Taylor,72.34482759
24373,Richard Hughes,65.83333333
24374,Valery Mezague,65.75
24381,Marc Pugh,64
24383,Diego Castro,74.52631579
24385,Abel Aguilar,72.28571429
24391,Michele Fini,69.375
24393,Gary O'Neil,69.54545455
24399,Ben Alnwick,64.22222222
24403,Michele Canini,73.06060606
24405,Daniele Conti,74.7027027
24408,Danny Collins,67.7826087
24409,Antonio Langella,74.75
24410,Daryl Murphy,68.41176471
24411,Dean Whitehead,72.17241379
24412,Diego Luis Breijo Lopez,70.4
24414,Francesco Pisano,72.68571429
24415,David Suazo,78.5
24422,Paulo Cesar,70.2
24423,Damian Tixier,61.625
24435,Liam Lawrence,68.28571429
24436,Siqueira De Olivera Luciano,71.38888889
24439,Martin Woods,63.86956522
24440,Marco Malago,65
24443,Andrea Mantovani,71.38888889
24446,Nyron Nosworthy,67.54545455
24448,Sergio Pellissier,74.47058824
24449,Stephen Elliott,66.5
24450,Victor Obinna,71.83870968
24452,Steven Caldwell,70.35
24453,Franco Semioli,73.25
24454,Lorenzo Squizzi,68.09090909
24455,Stuart Holden,71.78947368
